seed,model,margin,epoch,train_loss,val_loss,val_default_acc,val_best_acc,val_best_threshold,test_acc_at_val_threshold,used_batches,skipped_batches,val_loss_used_batches,val_loss_skipped_batches,wall_time_sec
42,Triplet_random,0.2,1,0.03843968268483877,0.03669431841990445,0.5159090909090909,0.7272727489471436,0.4617912471294403,0.693,104,0,32,0,32.07506322860718
42,Triplet_random,0.2,2,0.029246981815399174,0.03833937129820697,0.5181818181818182,0.7522727251052856,0.504644513130188,0.706,104,0,32,0,64.02773594856262
42,Triplet_random,0.2,3,0.027629791947010044,0.030420258262893185,0.5727272727272728,0.7886363863945007,0.3997949957847595,0.768,104,0,32,0,95.97352337837219
42,Triplet_random,0.2,4,0.026145437087577123,0.03163039198261686,0.5295454545454545,0.7772727012634277,0.5244461297988892,0.763,104,0,32,0,127.88727498054504
42,Triplet_random,0.2,5,0.023625870689731807,0.030604073719587177,0.525,0.8431817889213562,0.5469500422477722,0.74,104,0,32,0,159.29532599449158
42,Triplet_random,0.2,6,0.019727428745961964,0.02323692198115168,0.5159090909090909,0.8113636374473572,0.6249848008155823,0.765,104,0,32,0,190.96350026130676
42,Triplet_random,0.2,7,0.01775111640409495,0.024263386883831117,0.49772727272727274,0.8181818127632141,0.7114439010620117,0.74,104,0,32,0,222.35607409477234
42,Triplet_random,0.2,8,0.01605159160009442,0.020840240154939238,0.5,0.8386363387107849,0.7023890018463135,0.749,104,0,32,0,253.94560265541077
42,Triplet_random,0.2,9,0.01469453491601878,0.01765283607528545,0.5,0.8636363744735718,0.7838737964630127,0.811,104,0,32,0,285.8252682685852
42,Triplet_random,0.2,10,0.014934021316898556,0.017849552219558973,0.49772727272727274,0.8477272987365723,0.7230178117752075,0.773,104,0,32,0,317.33011960983276
42,Triplet_random,0.2,11,0.013092622637766628,0.014362015055667143,0.4954545454545455,0.8545454740524292,0.8122289776802063,0.783,104,0,32,0,348.9769411087036
42,Triplet_random,0.2,12,0.012634352118206712,0.01461220038618194,0.49772727272727274,0.8659090995788574,0.7999171018600464,0.791,104,0,32,0,380.3523778915405
42,Triplet_random,0.2,13,0.011618918228822831,0.012566153724037576,0.49772727272727274,0.8931818008422852,0.6917656064033508,0.783,104,0,32,0,411.6794502735138
42,Triplet_random,0.2,14,0.011407025700184302,0.014750500435184222,0.5,0.8431817889213562,0.7193147540092468,0.767,104,0,32,0,443.1680438518524
42,Triplet_random,0.2,15,0.011433003815070081,0.0131141429010313,0.49772727272727274,0.8545454740524292,0.6719009876251221,0.764,104,0,32,0,474.25525093078613
42,Triplet_random,0.2,16,0.009652075480866747,0.009969088961952366,0.4954545454545455,0.8909090757369995,0.8896830677986145,0.802,104,0,32,0,505.5682508945465
42,Triplet_random,0.2,17,0.009484601851839285,0.009282146660552826,0.4954545454545455,0.8840909004211426,0.850735068321228,0.817,104,0,32,0,536.7941074371338
42,Triplet_random,0.2,18,0.008260617108764844,0.00918907810410019,0.5,0.8681818246841431,0.91129469871521,0.793,104,0,32,0,567.8602914810181
