seed,model,margin,epoch,train_loss,val_loss,val_default_acc,val_best_acc,val_best_threshold,test_acc_at_val_threshold,used_batches,skipped_batches,val_loss_used_batches,val_loss_skipped_batches,wall_time_sec
999,Triplet_semihard,0.5,1,0.19532292207273153,0.200887531042099,0.5568181818181818,0.7363636493682861,0.9462524056434631,0.688,104,0,32,0,165.72760677337646
999,Triplet_semihard,0.5,2,0.19138608872890472,0.20068294228985906,0.5477272727272727,0.7681818008422852,1.06911039352417,0.737,104,0,32,0,345.02255415916443
999,Triplet_semihard,0.5,3,0.18926221805696303,0.19450842565856874,0.5636363636363636,0.8068181872367859,1.0247550010681152,0.753,104,0,32,0,491.8306314945221
999,Triplet_semihard,0.5,4,0.19419074681802437,0.19548240210860968,0.6113636363636363,0.824999988079071,1.0368093252182007,0.769,104,0,32,0,657.3187212944031
999,Triplet_semihard,0.5,5,0.18877288942726758,0.18489055382087827,0.6227272727272727,0.831818163394928,0.976527214050293,0.779,104,0,32,0,818.3323364257812
999,Triplet_semihard,0.5,6,0.184768277578629,0.18276691902428865,0.615909090909091,0.8704545497894287,1.0417070388793945,0.801,104,0,32,0,986.8148310184479
999,Triplet_semihard,0.5,7,0.17935642349318817,0.19206069596111774,0.6659090909090909,0.8659090995788574,1.0924017429351807,0.78,104,0,32,0,1149.6291525363922
999,Triplet_semihard,0.5,8,0.1781190360108247,0.18330923630855978,0.6545454545454545,0.8818181753158569,1.041332483291626,0.786,104,0,32,0,1228.1068551540375
999,Triplet_semihard,0.5,9,0.1762288254327499,0.1756873542908579,0.6568181818181819,0.8659090995788574,1.1196908950805664,0.791,104,0,32,0,1361.4417836666107
999,Triplet_semihard,0.5,10,0.17299522910840237,0.16836489271372557,0.6636363636363637,0.8795454502105713,0.9521856307983398,0.793,104,0,32,0,1509.9147822856903
999,Triplet_semihard,0.5,11,0.16811396890821365,0.16277046501636505,0.7,0.9022727012634277,1.0065473318099976,0.788,104,0,32,0,1664.0906929969788
999,Triplet_semihard,0.5,12,0.16543623239088517,0.16822445741854608,0.6840909090909091,0.8863636255264282,1.065915822982788,0.798,104,0,32,0,1736.5192906856537
999,Triplet_semihard,0.5,13,0.1623136416937296,0.15949202235788107,0.7068181818181818,0.9113636612892151,1.0515046119689941,0.812,104,0,32,0,1794.4853417873383
999,Triplet_semihard,0.5,14,0.15616525713211069,0.1644758265465498,0.6863636363636364,0.918181836605072,0.9775671362876892,0.794,104,0,32,0,1850.8137454986572
999,Triplet_semihard,0.5,15,0.15557362608468303,0.1448945029405877,0.7363636363636363,0.925000011920929,0.9756346344947815,0.784,104,0,32,0,1908.1458554267883
999,Triplet_semihard,0.5,16,0.1539738359502875,0.15913018817082047,0.7227272727272728,0.918181836605072,0.9460361003875732,0.777,104,0,32,0,1964.8180148601532
999,Triplet_semihard,0.5,17,0.14526611913998538,0.1513724911492318,0.75,0.9204545617103577,0.8858239054679871,0.768,104,0,32,0,2022.420132637024
999,Triplet_semihard,0.5,18,0.14125486427488235,0.14947592234238982,0.7431818181818182,0.9227272868156433,0.9445608258247375,0.784,104,0,32,0,2075.2119941711426
999,Triplet_semihard,0.5,19,0.14064370115430883,0.1435083202086389,0.7613636363636364,0.9318181872367859,1.0599937438964844,0.805,104,0,32,0,2132.8310306072235
999,Triplet_semihard,0.5,20,0.1366040503892761,0.1432562640402466,0.7704545454545455,0.9159091114997864,0.8394959568977356,0.745,104,0,32,0,2190.002165079117
999,Triplet_semihard,0.5,21,0.13246065150331526,0.14198612235486507,0.8022727272727272,0.9386363625526428,1.031557559967041,0.811,103,1,32,0,2247.6070301532745
999,Triplet_semihard,0.5,22,0.13799229156799042,0.14383281791402447,0.7977272727272727,0.9431818127632141,0.8869911432266235,0.757,104,0,31,1,2304.5316712856293
999,Triplet_semihard,0.5,23,0.13150579679327515,0.12824729294516146,0.7954545454545454,0.9454545378684998,0.9778915643692017,0.778,104,0,32,0,2359.287778377533
999,Triplet_semihard,0.5,24,0.1332533321189649,0.13973453184289317,0.8340909090909091,0.9454545378684998,0.9555652141571045,0.784,103,1,31,1,2416.307333469391
999,Triplet_semihard,0.5,25,0.12563358370859462,0.12446879991330206,0.8159090909090909,0.9545454382896423,0.9678084254264832,0.787,104,0,32,0,2472.968566417694
999,Triplet_semihard,0.5,26,0.12525835456055345,0.12380274885799736,0.8227272727272728,0.9454545378684998,0.9588046669960022,0.781,103,1,32,0,2528.0724177360535
999,Triplet_semihard,0.5,27,0.12214243791997433,0.1277680869679898,0.8318181818181818,0.949999988079071,0.8114451169967651,0.701,100,4,32,0,2583.9230654239655
999,Triplet_semihard,0.5,28,0.12017976185216488,0.12289623927790672,0.8090909090909091,0.956818163394928,0.9355507493019104,0.771,103,1,32,0,2638.959899187088
999,Triplet_semihard,0.5,29,0.1203487465903163,0.11517277586972341,0.8386363636363636,0.9545454382896423,0.8645114302635193,0.731,100,4,32,0,2697.9897966384888
999,Triplet_semihard,0.5,30,0.11322056253751119,0.11125585424803919,0.8431818181818181,0.9590908885002136,0.9853763580322266,0.777,102,2,31,1,2771.9157707691193
