seed,model,margin,epoch,train_loss,val_loss,val_default_acc,val_best_acc,val_best_threshold,test_acc_at_val_threshold,used_batches,skipped_batches,val_loss_used_batches,val_loss_skipped_batches,wall_time_sec
999,Triplet_random,0.2,1,0.03873115214250552,0.03697644032945391,0.5340909090909091,0.7340909242630005,0.4029395878314972,0.711,104,0,32,0,32.58784246444702
999,Triplet_random,0.2,2,0.0309112355842864,0.03386533293814864,0.5136363636363637,0.7886363863945007,0.5998484492301941,0.712,104,0,32,0,65.58665323257446
999,Triplet_random,0.2,3,0.026142306809421055,0.030864849148201756,0.5204545454545455,0.7749999761581421,0.5224034190177917,0.754,104,0,32,0,97.65972876548767
999,Triplet_random,0.2,4,0.02418303574757794,0.025542728777509183,0.5068181818181818,0.800000011920929,0.6123592853546143,0.756,104,0,32,0,129.96372866630554
999,Triplet_random,0.2,5,0.02423274172290873,0.024394988839048892,0.5,0.800000011920929,0.6668710708618164,0.741,104,0,32,0,162.0352234840393
999,Triplet_random,0.2,6,0.0206783362015043,0.022144338690850418,0.5,0.8159090876579285,0.8106743693351746,0.767,104,0,32,0,193.90124320983887
999,Triplet_random,0.2,7,0.0201542316756856,0.023922158521600068,0.5045454545454545,0.8227272629737854,0.5435137748718262,0.77,104,0,32,0,225.87212300300598
999,Triplet_random,0.2,8,0.016591782943578437,0.019231722806580365,0.5045454545454545,0.8568181991577148,0.6439748406410217,0.781,104,0,32,0,258.5209963321686
999,Triplet_random,0.2,9,0.01630160060057488,0.017745310120517388,0.5,0.8454545736312866,0.7065334916114807,0.782,104,0,32,0,290.8153417110443
999,Triplet_random,0.2,10,0.015486406444464453,0.012791432418453041,0.49772727272727274,0.8704545497894287,0.8227101564407349,0.778,104,0,32,0,322.96714758872986
999,Triplet_random,0.2,11,0.01419827394420281,0.015453284184332006,0.49772727272727274,0.8477272987365723,0.6812034249305725,0.78,104,0,32,0,355.41904187202454
999,Triplet_random,0.2,12,0.012990037127075573,0.01485724706435576,0.4954545454545455,0.8431817889213562,0.7420918941497803,0.767,104,0,32,0,388.92718625068665
999,Triplet_random,0.2,13,0.012291647594583292,0.016325972275808454,0.4954545454545455,0.8727272748947144,0.691530704498291,0.805,104,0,32,0,421.2212104797363
999,Triplet_random,0.2,14,0.010323429003339978,0.014120373205514625,0.49772727272727274,0.8522727489471436,0.7586395144462585,0.775,104,0,32,0,453.79806900024414
999,Triplet_random,0.2,15,0.011253193605135983,0.013991905085276812,0.49772727272727274,0.8568181991577148,0.8135437965393066,0.808,104,0,32,0,486.20525789260864
999,Triplet_random,0.2,16,0.010228122703175848,0.013313058712810744,0.4954545454545455,0.8772727251052856,0.7687625288963318,0.793,104,0,32,0,518.0414614677429
999,Triplet_random,0.2,17,0.011201832700932685,0.014246485756302718,0.49772727272727274,0.8863636255264282,0.7492855787277222,0.793,104,0,32,0,550.0613741874695
999,Triplet_random,0.2,18,0.010226547782972025,0.011906758350960445,0.49772727272727274,0.8818181753158569,0.7316494584083557,0.768,104,0,32,0,582.3580446243286
999,Triplet_random,0.2,19,0.008377476145352166,0.00794898784806719,0.4954545454545455,0.8704545497894287,0.8698850870132446,0.786,104,0,32,0,614.5132224559784
999,Triplet_random,0.2,20,0.009102089744723903,0.010498941388505045,0.49772727272727274,0.8818181753158569,0.6996241211891174,0.791,104,0,32,0,646.5699520111084
999,Triplet_random,0.2,21,0.008734526723856106,0.008644473913591355,0.49772727272727274,0.8863636255264282,0.7575182914733887,0.823,104,0,32,0,678.7122292518616
999,Triplet_random,0.2,22,0.008000811246277478,0.011766804724175017,0.4954545454545455,0.8954545259475708,0.8463329076766968,0.816,104,0,32,0,710.7008438110352
999,Triplet_random,0.2,23,0.006820912802000889,0.009524216708086897,0.4954545454545455,0.8840909004211426,0.7535907030105591,0.791,104,0,32,0,742.8108396530151
999,Triplet_random,0.2,24,0.008179969637869643,0.010035517952928785,0.4954545454545455,0.8954545259475708,0.8419609069824219,0.801,104,0,32,0,774.7332773208618
999,Triplet_random,0.2,25,0.006870877852914139,0.010404033520899247,0.4954545454545455,0.9022727012634277,0.7831254005432129,0.8,104,0,32,0,807.0515673160553
999,Triplet_random,0.2,26,0.006657257756719796,0.007493815443012863,0.4954545454545455,0.9022727012634277,0.8042495846748352,0.798,104,0,32,0,839.1579122543335
999,Triplet_random,0.2,27,0.006290687093636594,0.00820066525193397,0.4954545454545455,0.9113636612892151,0.8773273825645447,0.819,104,0,32,0,924.1317808628082
999,Triplet_random,0.2,28,0.005380084567989867,0.007049758372886572,0.4954545454545455,0.9045454263687134,0.8459592461585999,0.801,104,0,32,0,970.1819558143616
999,Triplet_random,0.2,29,0.005946880943016508,0.006435732859245036,0.4954545454545455,0.9090909361839294,0.7846298217773438,0.797,104,0,32,0,1008.8674337863922
999,Triplet_random,0.2,30,0.007280012187458431,0.006577189247764181,0.4954545454545455,0.9136363863945007,0.7980725765228271,0.808,104,0,32,0,1045.8404722213745
