seed,model,margin,epoch,train_loss,val_loss,val_default_acc,val_best_acc,val_best_threshold,test_acc_at_val_threshold,used_batches,skipped_batches,val_loss_used_batches,val_loss_skipped_batches,wall_time_sec
123,Triplet_semihard,0.5,1,0.1983194384867182,0.21940343594178557,0.5636363636363636,0.7590909004211426,1.0224658250808716,0.716,104,0,32,0,37.50125336647034
123,Triplet_semihard,0.5,2,0.19282349865310466,0.19858402013778687,0.5840909090909091,0.7590909004211426,0.9837836027145386,0.729,104,0,32,0,74.5669298171997
123,Triplet_semihard,0.5,3,0.18936934529875332,0.19243460102006793,0.5840909090909091,0.7977272868156433,1.169168472290039,0.749,104,0,32,0,111.68340945243835
123,Triplet_semihard,0.5,4,0.19598908249575359,0.19342688494361937,0.6204545454545455,0.8295454382896423,1.0410678386688232,0.786,104,0,32,0,149.03882884979248
123,Triplet_semihard,0.5,5,0.19286836533305737,0.1925738835707307,0.6090909090909091,0.8431817889213562,1.0734941959381104,0.809,104,0,32,0,186.72605276107788
123,Triplet_semihard,0.5,6,0.17325067004332176,0.18922952003777027,0.615909090909091,0.8568181991577148,1.0161627531051636,0.789,104,0,32,0,223.6763904094696
123,Triplet_semihard,0.5,7,0.1805835344040623,0.18331962917000055,0.6431818181818182,0.8727272748947144,1.0417113304138184,0.806,104,0,32,0,260.05785512924194
123,Triplet_semihard,0.5,8,0.18019576012515104,0.1774799432605505,0.6659090909090909,0.8931818008422852,0.9596450328826904,0.805,104,0,32,0,297.2852735519409
123,Triplet_semihard,0.5,9,0.16466893542271394,0.17341167596168816,0.6613636363636364,0.8795454502105713,1.0884913206100464,0.808,104,0,32,0,334.9762988090515
123,Triplet_semihard,0.5,10,0.16807008986003125,0.17169228428974748,0.6840909090909091,0.8954545259475708,0.944160521030426,0.804,104,0,32,0,371.69686675071716
123,Triplet_semihard,0.5,11,0.16461248645702234,0.1653988619800657,0.6840909090909091,0.8999999761581421,1.0647249221801758,0.826,104,0,32,0,408.68243384361267
123,Triplet_semihard,0.5,12,0.17007703964526838,0.16468951338902116,0.6931818181818182,0.8931818008422852,0.9626349210739136,0.814,104,0,32,0,445.39893078804016
123,Triplet_semihard,0.5,13,0.16213970717329246,0.16292288759723306,0.7113636363636363,0.9340909123420715,0.9745303392410278,0.804,104,0,32,0,482.52803802490234
123,Triplet_semihard,0.5,14,0.15024531016556117,0.15783353708684444,0.7136363636363636,0.9272727370262146,0.9966605305671692,0.799,104,0,32,0,520.3462679386139
123,Triplet_semihard,0.5,15,0.15653292537451938,0.15806993760634214,0.7159090909090909,0.9159091114997864,1.0013078451156616,0.804,104,0,32,0,557.149795293808
123,Triplet_semihard,0.5,16,0.1514572356469356,0.15107618528418243,0.7363636363636363,0.9159091114997864,0.9719274640083313,0.794,104,0,32,0,594.225503206253
123,Triplet_semihard,0.5,17,0.1469397246837616,0.14951489656232297,0.7477272727272727,0.9272727370262146,0.862864077091217,0.757,104,0,32,0,631.0991985797882
123,Triplet_semihard,0.5,18,0.1417854303637376,0.1456897045718506,0.7636363636363637,0.9431818127632141,1.00187349319458,0.814,104,0,32,0,667.7849869728088
123,Triplet_semihard,0.5,19,0.1405788930491186,0.14006206975318491,0.7477272727272727,0.9454545378684998,0.9715251922607422,0.794,104,0,32,0,704.8189888000488
123,Triplet_semihard,0.5,20,0.13447390066333187,0.14647243777289987,0.7659090909090909,0.9318181872367859,0.840273380279541,0.75,103,1,32,0,741.1708934307098
123,Triplet_semihard,0.5,21,0.13717389121078527,0.1390152865787968,0.7863636363636364,0.9409090876579285,0.8750604391098022,0.744,104,0,32,0,777.6223225593567
123,Triplet_semihard,0.5,22,0.12921358376311567,0.14163934404496104,0.8181818181818182,0.9522727131843567,0.8579208254814148,0.746,104,0,32,0,814.6948595046997
123,Triplet_semihard,0.5,23,0.12698760431689712,0.1377485948614776,0.7954545454545454,0.956818163394928,0.8580979704856873,0.737,104,0,32,0,851.8660199642181
123,Triplet_semihard,0.5,24,0.12663959500208063,0.1337264901958406,0.7818181818181819,0.9477272629737854,0.8858940005302429,0.758,103,1,32,0,889.111704826355
123,Triplet_semihard,0.5,25,0.1288415025203274,0.1378827835433185,0.7636363636363637,0.9636363387107849,0.9532769322395325,0.766,104,0,32,0,925.3925633430481
123,Triplet_semihard,0.5,26,0.1280423068584731,0.12960973754525185,0.8340909090909091,0.9545454382896423,0.9647782444953918,0.78,104,0,32,0,964.4032855033875
123,Triplet_semihard,0.5,27,0.12450256187687903,0.13218913204036653,0.8386363636363636,0.9613636136054993,0.8279755711555481,0.729,102,2,32,0,1002.2146902084351
123,Triplet_semihard,0.5,28,0.12100187728850587,0.13197175809182227,0.8295454545454546,0.949999988079071,0.9046899676322937,0.741,103,1,32,0,1039.3934047222137
123,Triplet_semihard,0.5,29,0.12299762038039226,0.11666940141003579,0.8431818181818181,0.9659090638160706,0.9154360890388489,0.76,102,2,32,0,1075.959594488144
123,Triplet_semihard,0.5,30,0.12120115828628723,0.1245853474829346,0.8681818181818182,0.9659090638160706,0.9168812036514282,0.762,104,0,32,0,1113.0515756607056
