seed,model,margin,epoch,train_loss,val_loss,val_default_acc,val_best_acc,val_best_threshold,test_acc_at_val_threshold,wall_time_sec
42,Contrastive,0.5,1,0.05683118755167181,0.04873312823474407,0.6931818181818182,0.7386363744735718,0.2050933837890625,0.754,63.88128423690796
42,Contrastive,0.5,2,0.046797974915667014,0.046036738636238236,0.7136363636363636,0.7250000238418579,0.21836942434310913,0.693,128.02747464179993
42,Contrastive,0.5,3,0.04144246134568345,0.04472379546080317,0.7454545454545455,0.7568181753158569,0.25933098793029785,0.731,152.00833821296692
42,Contrastive,0.5,4,0.03430524312637069,0.042479048882211955,0.7727272727272727,0.7840909361839294,0.25788912177085876,0.751,176.57003664970398
42,Contrastive,0.5,5,0.02870446616275744,0.041813667597515244,0.7659090909090909,0.7886363863945007,0.2609310746192932,0.748,206.34801149368286
42,Contrastive,0.5,6,0.02321768934753808,0.042117075994610786,0.7568181818181818,0.7704545259475708,0.23573312163352966,0.746,231.15991616249084
42,Contrastive,0.5,7,0.017512037334117023,0.042344644399625916,0.7568181818181818,0.7795454263687134,0.29229411482810974,0.758,254.9057948589325
42,Contrastive,0.5,8,0.012571547908539121,0.043191207838909965,0.7454545454545455,0.7863636612892151,0.31979990005493164,0.751,278.640830039978
42,Contrastive,0.5,9,0.009015304713763973,0.04281516958560262,0.7704545454545455,0.7749999761581421,0.26477399468421936,0.765,302.6932692527771
42,Contrastive,0.5,10,0.005894524968144569,0.04429489440683808,0.7363636363636363,0.800000011920929,0.297233521938324,0.747,328.63509035110474
42,Contrastive,0.5,11,0.004024686799807982,0.04438375974340098,0.7522727272727273,0.793181836605072,0.33126121759414673,0.752,367.90626406669617
42,Contrastive,0.5,12,0.0032125585310330447,0.04224018446568932,0.7818181818181819,0.7886363863945007,0.2720947265625,0.76,405.23689007759094
42,Contrastive,0.5,13,0.0024229637410661036,0.04309524901743446,0.7568181818181818,0.7818182110786438,0.29112866520881653,0.741,442.58730483055115
42,Contrastive,0.5,14,0.0018660604107108983,0.04168448690325022,0.7659090909090909,0.793181836605072,0.3191944658756256,0.738,480.22258949279785
42,Contrastive,0.5,15,0.0016056133815172044,0.04239834046789578,0.7681818181818182,0.8022727370262146,0.2867269217967987,0.747,518.0223107337952
42,Contrastive,0.5,16,0.0015041930399919776,0.0419226980635098,0.7795454545454545,0.7863636612892151,0.25769227743148804,0.744,556.5521156787872
42,Contrastive,0.5,17,0.0013878415878438813,0.04265677383435624,0.7636363636363637,0.7886363863945007,0.2799053192138672,0.746,594.0168874263763
42,Contrastive,0.5,18,0.001255847290369936,0.0415658921535526,0.775,0.8022727370262146,0.2896938621997833,0.75,632.1443510055542
42,Contrastive,0.5,19,0.0012197884011336349,0.04161175726247685,0.7727272727272727,0.7977272868156433,0.2859109342098236,0.752,668.4379224777222
42,Contrastive,0.5,20,0.0012266067872670563,0.04125845552022968,0.7840909090909091,0.7977272868156433,0.2785395383834839,0.753,707.5616903305054
